CO_REGSAUD;DS_NOME;Ano;Pop_0a4;Pop_5a9;Pop_10a14;Pop_15a19;Pop_20a24;Pop_25a29;Pop_30a34;Pop_35a39;Pop_40a44;Pop_45a49;Pop_50a54;Pop_55a59;Pop_60a64;Pop_65a69;Pop_70a74;Pop_75a79;Pop_80emais;PopH_0a4;PopH_5a9;PopH_10a14;PopH_15a19;PopH_20a24;PopH_25a29;PopH_30a34;PopH_35a39;PopH_40a44;PopH_45a49;PopH_50a54;PopH_55a59;PopH_60a64;PopH_65a69;PopH_70a74;PopH_75a79;PopH_80emais;PopM_0a4;PopM_5a9;PopM_10a14;PopM_15a19;PopM_20a24;PopM_25a29;PopM_30a34;PopM_35a39;PopM_40a44;PopM_45a49;PopM_50a54;PopM_55a59;PopM_60a64;PopM_65a69;PopM_70a74;PopM_75a79;PopM_80emais
29010;Irecê;2010;33401;37631;41050;39362;34536;33431;29764;25990;24313;20494;17325;14274;12368;10281;7951;5095;6277;16845;19151;20941;20203;17595;16954;15048;13089;12233;10277;8548;7106;6142;5050;3774;2364;2865;16556;18480;20109;19159;16941;16477;14716;12901;12080;10217;8777;7168;6226;5231;4177;2731;3412
29011;Itaberaba;2010;19949;24037;26988;25785;21806;20092;17565;15167;13766;12110;10502;8589;7913;6588;4925;3623;5279;10134;12215;13742;13198;11059;10031;8784;7530;6732;5874;5173;4045;3751;3084;2238;1547;2222;9815;11822;13246;12587;10747;10061;8781;7637;7034;6236;5329;4544;4162;3504;2687;2076;3057
29012;Itabuna;2010;38836;44300;48985;48058;46995;45276;39724;32476;31062;28977;26755;21289;16975;13881;11206;7948;9359;19659;22422;25096;24019;22880;21952;19322;15621;14851;13967;13096;10342;8131;6749;5254;3774;4250;19177;21878;23889;24039;24115;23324;20402;16855;16211;15010;13659;10947;8844;7132;5952;4174;5109
29013;Itapetinga;2010;18476;21345;22899;22444;22527;21509;18778;15470;14596;12809;11079;9346;8032;6941;5634;3766;4856;9433;10884;11663;11279;11490;10992;9510;7711;7418;6569;5600;4525;3844;3339;2751;1858;2353;9043;10461;11236;11165;11037;10517;9268;7759;7178;6240;5479;4821;4188;3602;2883;1908;2503
29014;Jacobina;2010;30676;34067;38584;37822;33772;31637;28195;24809;22601;19432;16901;14230;13310;10794;7965;5359;7556;15480;17455;19654;19305;16926;15650;14102;12385;11239;9455;8186;6905;6447;5197;3818;2414;3286;15196;16612;18930;18517;16846;15987;14093;12424;11362;9977;8715;7325;6863;5597;4147;2945;4270
29015;Jequié;2010;37432;42248;47453;48249;44750;43488;37915;30858;29054;26751;24493;19898;15885;13502;10952;8084;11187;19172;21630;24273;24458;22372;21514;19013;15307;14319;13168;12080;9754;7465;6293;5063;3684;4839;18260;20618;23180;23791;22378;21974;18902;15551;14735;13583;12413;10144;8420;7209;5889;4400;6348
29016;Juazeiro;2010;43723;48107;51342;49308;45675;43078;39455;33911;29964;25348;20152;16537;14421;11557;8881;5603;7369;22186;24568;26144;25011;23057;21476;19822;16932;15057;12775;9993;7936;7033;5599;4070;2467;3084;21537;23539;25198;24297;22618;21602;19633;16979;14907;12573;10159;8601;7388;5958;4811;3136;4285
29017;Paulo Afonso;2010;19638;21981;24173;23359;21808;19796;18952;16302;14764;12244;9674;8713;7677;6173;4576;2954;4069;9876;11224;12307;11867;10790;9805;9289;7980;7173;5933;4596;4012;3703;2909;2133;1353;1817;9762;10757;11866;11492;11018;9991;9663;8322;7591;6311;5078;4701;3974;3264;2443;1601;2252
29018;Porto Seguro;2010;30882;34060;36697;32237;31779;32547;29754;23833;20968;17645;14668;11586;8530;6674;4600;3258;3629;15864;17394;18715;16190;15567;15935;14695;11949;10523;8864;7401;5837;4255;3335;2319;1671;1776;15018;16666;17982;16047;16212;16612;15059;11884;10445;8781;7267;5749;4275;3339;2281;1587;1853
29019;Ribeira do Pombal;2010;22874;27639;32644;30981;27951;24194;22251;19944;19599;16051;13002;11532;11065;9114;6942;4696;6368;11492;14084;16612;15908;14026;11984;11187;9796;9757;7951;6349;5434;5489;4410;3273;2142;3051;11382;13555;16032;15073;13925;12210;11064;10148;9842;8100;6653;6098;5576;4704;3669;2554;3317
29020;Salvador;2010;199677;215767;252598;257407;294813;332845;307561;254161;230440;203800;173933;132667;96780;66237;49607;33405;40570;101106;109366;128152;127374;141478;157132;143424;117916;106533;92968;78679;59055;42381;27148;19302;11740;12146;98571;106401;124446;130033;153335;175713;164137;136245;123907;110832;95254;73612;54399;39089;30305;21665;28424
29021;Santa Maria da Vitória;2010;23994;27211;30595;30807;26191;24702;21229;18316;17221;15432;13163;10499;9291;7636;6196;4206;4974;12264;13871;15613;15673;13543;12619;10893;9423;8802;7797;6580;5085;4592;3823;2994;2033;2310;11730;13340;14982;15134;12648;12083;10336;8893;8419;7635;6583;5414;4699;3813;3202;2173;2664
29022;Santo Antônio de Jesus;2010;32175;36798;41663;42578;40693;40167;36029;30400;27977;23853;19774;16285;13334;10303;8918;6636;9087;16311;18794;21028;21647;20304;19891;17663;14927;13916;11762;9518;7727;6272;4608;3830;2825;3728;15864;18004;20635;20931;20389;20276;18366;15473;14061;12091;10256;8558;7062;5695;5088;3811;5359
29023;Seabra;2010;13921;16346;18338;17624;15706;14681;12830;10744;10359;8907;7974;6563;5872;5075;4045;2785;4025;7050;8310;9402;8930;7916;7374;6374;5354;5224;4430;3968;3159;2842;2413;1817;1134;1612;6871;8036;8936;8694;7790;7307;6456;5390;5135;4477;4006;3404;3030;2662;2228;1651;2413
29024;Senhor do Bonfim;2010;22830;26544;29472;27761;25367;23741;22178;19760;17913;14269;12259;10659;9668;7780;6034;3597;5691;11544;13550;15100;14202;12824;11816;11035;9876;8966;7154;6005;5258;4764;3850;2868;1577;2441;11286;12994;14372;13559;12543;11925;11143;9884;8947;7115;6254;5401;4904;3930;3166;2020;3250
29025;Serrinha;2010;47372;56178;63641;60704;55405;51163;46143;38707;37051;29480;24797;21503;21229;17210;12798;8134;12571;24260;28379;32465;30860;27976;25762;23203;19253;18699;14737;12047;10450;10416;8331;6197;3709;5629;23112;27799;31176;29844;27429;25401;22940;19454;18352;14743;12750;11053;10813;8879;6601;4425;6942
29026;Teixeira de Freitas;2010;34547;38641;42480;40660;37484;36732;32487;28106;26002;22901;19277;16221;12363;10043;7562;5196;6157;17421;19735;21738;20477;18817;18307;16262;13878;13013;11633;9508;8034;6016;5019;3751;2601;2851;17126;18906;20742;20183;18667;18425;16225;14228;12989;11268;9769;8187;6347;5024;3811;2595;3306
29027;Valença;2010;25333;28593;31735;30812;28602;26970;22840;18585;17138;14974;12984;10326;7761;5895;4584;3213;3902;12903;14769;16172;15583;14561;13564;11558;9287;8639;7461;6542;5242;3918;2943;2221;1593;1784;12430;13824;15563;15229;14041;13406;11282;9298;8499;7513;6442;5084;3843;2952;2363;1620;2118
29028;Vitória da Conquista;2010;47909;55146;59584;59990;57778;56459;49984;42786;40162;35031;29621;24257;21143;17667;14005;9181;12005;24470;28017;30386;29802;28548;27853;24604;20988;19728;17250;14399;11293;10092;8221;6637;4314;5281;23439;27129;29198;30188;29230;28606;25380;21798;20434;17781;15222;12964;11051;9446;7368;4867;6724
31001;Águas Formosas;2010;4520;5327;5909;5706;4538;4538;3970;3679;3324;3220;2673;2508;2158;2016;1654;1051;1245;2248;2732;2965;2944;2342;2418;2045;1903;1772;1677;1355;1226;1053;1026;796;511;568;2272;2595;2944;2762;2196;2120;1925;1776;1552;1543;1318;1282;1105;990;858;540;677
31002;Além Paraíba;2010;3421;3847;4663;4628;4181;4323;4182;3988;3978;3943;3616;2924;2326;1781;1462;1180;1348;1747;1941;2365;2318;2074;2180;2067;1903;1976;1903;1779;1389;1120;774;646;475;504;1674;1906;2298;2310;2107;2143;2115;2085;2002;2040;1837;1535;1206;1007;816;705;844
31003;Alfenas Machado;2010;19691;21694;25747;26013;25348;24553;23584;21896;21580;20977;18634;15629;12426;9368;7249;5234;5753;10095;11046;13094;13044;12932;12406;11990;10895;10752;10628;9489;7847;6343;4612;3570;2477;2531;9596;10648;12653;12969;12416;12147;11594;11001;10828;10349;9145;7782;6083;4756;3679;2757;3222
31004;Almenara;2010;13129;15146;16921;16776;14380;13318;12037;11291;11100;10069;8582;7855;6643;5830;4763;3375;3787;6692;7730;8796;8659;7473;6944;6180;5861;5704;5255;4329;3804;3309;2872;2372;1642;1714;6437;7416;8125;8117;6907;6374;5857;5430;5396;4814;4253;4051;3334;2958;2391;1733;2073
31005;Araçuaí;2010;5999;7395;8832;9568;8382;7396;6016;5640;5335;5004;4240;3502;2983;2514;2182;1540;1885;3099;3755;4508;4828;4436;3942;3067;2883;2744;2531;2142;1705;1455;1100;942;674;682;2900;3640;4324;4740;3946;3454;2949;2757;2591;2473;2098;1797;1528;1414;1240;866;1203
31006;Araxá;2010;10932;11739;13506;13967;15125;15302;13961;12325;12012;11544;10330;8286;5921;4565;3473;2334;2382;5559;5932;6958;7061;7811;7901;7135;6185;6022;5717;5158;4245;2998;2223;1579;1007;970;5373;5807;6548;6906;7314;7401;6826;6140;5990;5827;5172;4041;2923;2342;1894;1327;1412
31007;Barbacena;2010;13227;15066;18549;19721;18670;17534;17352;16524;17061;16213;14348;11329;9371;7009;5263;3798;4148;6774;7655;9405;10039;9388;8675;8548;7978;8263;7891;6932;5318;4373;3271;2308;1522;1517;6453;7411;9144;9682;9282;8859;8804;8546;8798;8322;7416;6011;4998;3738;2955;2276;2631
31008;Belo Horizonte Nova Lima Caeté;2010;190623;208920;246942;254292;292883;306329;287102;240635;225313;215063;192195;153478;118188;86718;66019;46625;54242;96833;105969;124439;126857;143737;148486;138228;114764;105722;98919;87525;68270;51579;37056;26927;17820;17157;93790;102951;122503;127435;149146;157843;148874;125871;119591;116144;104670;85208;66609;49662;39092;28805;37085
31009;Betim;2010;45492;49830;59027;57165;57198;57807;54844;47912;44556;39179;33340;24957;17826;12883;9574;6210;6262;23245;25259;29925;29173;28964;28778;27242;23774;22130;18839;16484;12354;8796;6194;4484;2739;2485;22247;24571;29102;27992;28234;29029;27602;24138;22426;20340;16856;12603;9030;6689;5090;3471;3777
31010;Bom Despacho;2010;5938;7238;8389;8691;8213;7733;7574;7424;7543;7181;6106;5053;4159;3270;2657;1786;1903;2985;3688;4341;4465;4227;3956;3744;3584;3695;3607;3015;2487;2039;1528;1250;784;786;2953;3550;4048;4226;3986;3777;3830;3840;3848;3574;3091;2566;2120;1742;1407;1002;1117
31011;Brasília de Minas São Francisco;2010;18477;22272;26779;26284;21273;18939;16173;13698;13217;11882;10267;9309;7696;6319;4921;3386;3696;9458;11346;13692;13505;11149;9842;8406;7124;6788;6191;5291;4582;3835;3139;2327;1610;1650;9019;10926;13087;12779;10124;9097;7767;6574;6429;5691;4976;4727;3861;3180;2594;1776;2046
31012;Carangola;2010;8520;9969;11379;10770;10227;10172;9485;8583;8293;7776;7183;6151;4544;3440;2817;2077;2486;4354;5108;5779;5456;5253;5224;4843;4251;4176;3881;3604;3055;2291;1672;1370;967;1037;4166;4861;5600;5314;4974;4948;4642;4332;4117;3895;3579;3096;2253;1768;1447;1110;1449
31013;Caratinga;2010;13047;15250;17676;17011;15872;15518;15050;13821;12984;12198;10406;9180;6860;5502;4796;3427;3574;6699;7818;9108;8508;7861;7649;7485;6876;6468;6151;5236;4469;3376;2588;2276;1653;1612;6348;7432;8568;8503;8011;7869;7565;6945;6516;6047;5170;4711;3484;2914;2520;1774;1962
31014;Conselheiro Lafaiete Congonhas;2010;18216;19941;24227;25478;25879;25429;22879;20033;20619;20175;18011;14024;10597;7957;5997;4339;4570;9231;10084;12355;12935;13258;12896;11405;9831;9968;9768;8820;6868;5015;3689;2614;1778;1683;8985;9857;11872;12543;12621;12533;11474;10202;10651;10407;9191;7156;5582;4268;3383;2561;2887
31015;Contagem;2010;53373;57287;67421;67897;73797;77017;73460;62819;57744;51079;44430;33667;24229;16797;12128;7672;7393;26971;28857;34011;33797;36718;38122;36189;30561;28047;23948;21048;15706;11056;7582;5255;3114;2526;26402;28430;33410;34100;37079;38895;37271;32258;29697;27131;23382;17961;13173;9215;6873;4558;4867
31016;Coração de Jesus;2010;3431;3860;4831;4932;4091;3757;3392;2973;3013;2722;2325;2061;1677;1338;1066;733;777;1780;1979;2356;2575;2079;1902;1798;1581;1555;1426;1216;1022;851;658;502;328;338;1651;1881;2475;2357;2012;1855;1594;1392;1458;1296;1109;1039;826;680;564;405;439
31017;Coronel Fabriciano Timóteo;2010;14283;15794;18541;18845;19154;19112;17612;15486;15787;15379;13287;10238;7446;5616;4645;3163;3402;7243;7913;9379;9435;9573;9511;8563;7262;7354;7339;6366;4934;3429;2464;2078;1402;1372;7040;7881;9162;9410;9581;9601;9049;8224;8433;8040;6921;5304;4017;3152;2567;1761;2030
31018;Curvelo;2010;11473;13567;16005;16162;14784;13960;13281;12268;12213;11540;9832;8079;6387;5065;4050;2849;3199;5681;6881;8071;8148;7480;6959;6471;6066;6014;5553;4925;3986;3108;2415;1906;1344;1233;5792;6686;7934;8014;7304;7001;6810;6202;6199;5987;4907;4093;3279;2650;2144;1505;1966
31019;Diamantina;2010;11887;14561;17691;17821;15149;13179;11890;10598;10546;9764;7880;6633;5344;4467;3571;2609;2923;6117;7426;9063;8937;7624;6600;5905;5244;5217;4868;3884;3194;2562;2114;1555;1084;1029;5770;7135;8628;8884;7525;6579;5985;5354;5329;4896;3996;3439;2782;2353;2016;1525;1894
31020;Divinópolis Santo Antônio do Monte;2010;26401;29123;34390;35753;38137;37536;36379;32847;31863;30735;26123;20493;15991;11705;9142;6311;6615;13297;14787;17694;18121;19550;18988;18104;16343;15578;14814;12711;9992;7642;5460;4106;2829;2611;13104;14336;16696;17632;18587;18548;18275;16504;16285;15921;13412;10501;8349;6245;5036;3482;4004
31021;Formiga;2010;6773;8016;9660;10282;10320;10091;9601;9307;9827;9701;8302;6877;5306;4331;3465;2346;2434;3511;4116;4899;5191;5399;5169;4855;4622;4868;4796;4183;3392;2557;2023;1644;1077;975;3262;3900;4761;5091;4921;4922;4746;4685;4959;4905;4119;3485;2749;2308;1821;1269;1459
31022;Francisco Sá;2010;5608;6739;8029;7875;6633;5741;4935;4281;4297;3755;3134;2766;2263;1699;1369;889;952;2855;3530;4147;4075;3517;3073;2525;2217;2234;1965;1613;1381;1137;830;626;416;383;2753;3209;3882;3800;3116;2668;2410;2064;2063;1790;1521;1385;1126;869;743;473;569
31023;Frutal Iturama;2010;10686;11158;12569;13318;14879;14743;13486;12282;11701;10814;9059;7265;5754;4441;3368;2348;2317;5421;5655;6430;6745;7925;7896;6873;6326;5904;5417;4620;3694;2915;2251;1726;1179;1117;5265;5503;6139;6573;6954;6847;6613;5956;5797;5397;4439;3571;2839;2190;1642;1169;1200
31024;Governador Valadares;2010;28439;32563;38798;37788;34978;33154;31103;28085;27884;25717;22113;18554;14707;12105;9637;7063;7378;14446;16718;19792;18836;17226;16032;14790;13188;13174;12222;10392;8548;6690;5346;4324;3032;3050;13993;15845;19006;18952;17752;17122;16313;14897;14710;13495;11721;10006;8017;6759;5313;4031;4328
31025;Guanhães;2010;7872;9828;12071;11796;9262;8187;7732;7265;7077;6732;5772;4883;4077;3408;3024;2133;2488;4056;4980;6095;5989;4671;4076;3817;3565;3519;3362;2899;2349;1964;1607;1323;915;953;3816;4848;5976;5807;4591;4111;3915;3700;3558;3370;2873;2534;2113;1801;1701;1218;1535
31026;Guaxupé;2010;9480;10242;12582;13408;13536;12746;11829;11208;10917;10658;9664;7953;6273;4663;3746;2657;3057;4928;5238;6451;6825;7214;6729;6114;5771;5502;5430;4953;4068;3270;2240;1802;1200;1280;4552;5004;6131;6583;6322;6017;5715;5437;5415;5228;4711;3885;3003;2423;1944;1457;1777
31027;Ipatinga;2010;25519;27480;33112;33563;34186;33622;31399;27095;25670;23735;21731;18077;12339;9087;7318;5182;5290;12975;13951;16789;16950;17219;16554;15253;12995;12308;10940;10439;9009;5816;4388;3401;2315;2272;12544;13529;16323;16613;16967;17068;16146;14100;13362;12795;11292;9068;6523;4699;3917;2867;3018
31028;Itabira;2010;14432;15769;19238;19573;19423;18892;18233;15776;15451;14830;12390;9901;7289;5592;4641;3234;3778;7374;7972;9773;9907;9646;9295;8854;7590;7446;7208;5938;4768;3414;2590;1948;1325;1440;7058;7797;9465;9666;9777;9597;9379;8186;8005;7622;6452;5133;3875;3002;2693;1909;2338
31029;Itajubá;2010;12120;13319;16898;17111;16551;15630;14613;14161;14040;13849;12142;9793;7902;5932;4794;3412;3772;6067;6890;8629;8671;8430;8059;7416;7165;7045;6856;6114;4831;3895;2829;2198;1546;1589;6053;6429;8269;8440;8121;7571;7197;6996;6995;6993;6028;4962;4007;3103;2596;1866;2183
31030;Itaobim;2010;6251;7472;8740;7895;6503;5957;5534;4889;4822;4361;3752;3436;3048;2624;2192;1482;1775;3214;3826;4487;4091;3261;2985;2827;2487;2494;2317;1861;1639;1492;1287;1051;706;748;3037;3646;4253;3804;3242;2972;2707;2402;2328;2044;1891;1797;1556;1337;1141;776;1027
31031;Itaúna;2010;6725;7598;9420;9689;9702;9703;9404;8576;8571;8320;7062;5668;4365;3284;2443;1837;1802;3369;3855;4740;4920;4889;4990;4793;4209;4289;4142;3489;2751;2116;1501;1095;820;674;3356;3743;4680;4769;4813;4713;4611;4367;4282;4178;3573;2917;2249;1783;1348;1017;1128
31032;Ituiutaba;2010;11367;11910;14260;14912;15328;14350;14766;13770;13852;12814;10967;9132;7798;6438;5222;3542;3875;5846;6184;7332;7535;7918;7432;7493;6745;6736;6379;5314;4541;3786;3285;2589;1755;1850;5521;5726;6928;7377;7410;6918;7273;7025;7116;6435;5653;4591;4012;3153;2633;1787;2025
31033;Janaúba Monte Azul;2010;19945;22594;26377;28219;24981;23379;19844;17152;16767;14870;12645;10675;8782;6826;5242;3310;4204;10131;11400;13354;14355;12731;11663;10072;8499;8376;7467;6256;5206;4340;3341;2478;1515;1775;9814;11194;13023;13864;12250;11716;9772;8653;8391;7403;6389;5469;4442;3485;2764;1795;2429
31034;Januária;2010;9202;10251;12399;12212;10038;8747;7351;6240;6232;5874;5013;4277;3606;2902;2319;1682;1927;4596;5163;6361;6184;5020;4454;3660;3125;3096;2942;2473;2130;1799;1425;1065;778;807;4606;5088;6038;6028;5018;4293;3691;3115;3136;2932;2540;2147;1807;1477;1254;904;1120
31035;João Monlevade;2010;8222;9236;11197;11028;11157;10773;10202;9152;9607;9816;8297;6398;5409;4069;3180;2309;2596;4156;4723;5608;5538;5513;5184;4791;4345;4612;4678;3879;2920;2424;1842;1390;1012;958;4066;4513;5589;5490;5644;5589;5411;4807;4995;5138;4418;3478;2985;2227;1790;1297;1638
31036;João Pinheiro;2010;5077;5954;6911;6817;6036;5761;5199;5032;4678;4179;3342;2742;2073;1631;1160;756;769;2623;3101;3550;3451;3093;3043;2565;2524;2444;2142;1730;1471;1077;832;604;376;355;2454;2853;3361;3366;2943;2718;2634;2508;2234;2037;1612;1271;996;799;556;380;414
31037;Juiz de Fora Lima Duarte Bom Jardim Min;2010;35787;39976;48278;52088;54351;52704;49994;44311;46752;47143;42655;34885;27870;20118;15779;11470;13551;18301;20352;24492;26146;27159;25706;24428;21069;22232;22287;19844;15925;12573;8810;6724;4615;4751;17486;19624;23786;25942;27192;26998;25566;23242;24520;24856;22811;18960;15297;11308;9055;6855;8800
31038;Lavras;2010;10159;11631;13921;14555;14595;14414;13423;11808;12089;11716;10877;8884;6735;4994;3905;2889;3161;5185;5869;6982;7370;7309;7236;6749;5735;5908;5637;5352;4338;3216;2341;1823;1272;1179;4974;5762;6939;7185;7286;7178;6674;6073;6181;6079;5525;4546;3519;2653;2082;1617;1982
31039;Leopoldina Cataguases;2010;9918;11074;13474;14152;14003;13490;13074;12292;12753;12514;11205;9324;7745;6146;4867;3653;4164;5044;5614;6848;7129;7015;6748;6544;5987;6229;6181;5516;4557;3647;2789;2256;1610;1613;4874;5460;6626;7023;6988;6742;6530;6305;6524;6333;5689;4767;4098;3357;2611;2043;2551
31040;Manga;2010;4961;6054;6849;6318;4927;4348;3651;3311;3214;2966;2562;2133;1838;1531;1171;850;963;2550;3007;3521;3188;2597;2181;1845;1661;1668;1479;1258;1053;894;748;572;388;434;2411;3047;3328;3130;2330;2167;1806;1650;1546;1487;1304;1080;944;783;599;462;529
31041;Manhuaçu;2010;23876;27022;29956;28544;27658;27226;25286;22555;21649;19577;17151;14621;11146;8586;7304;5202;5983;12249;13617;15216;14474;13931;13712;12956;11138;10901;9979;8570;7168;5516;4160;3482;2417;2555;11627;13405;14740;14070;13727;13514;12330;11417;10748;9598;8581;7453;5630;4426;3822;2785;3428
31042;Mantena;2010;4493;5162;6147;5728;5384;5262;5270;4932;4650;4299;3784;3375;2683;2281;1832;1365;1498;2293;2661;3129;2914;2616;2522;2593;2377;2294;2145;1864;1579;1299;1055;848;633;687;2200;2501;3018;2814;2768;2740;2677;2555;2356;2154;1920;1796;1384;1226;984;732;811
31043;Minas Novas Turmalina Capelinha;2010;9149;11251;13373;13310;12336;10349;8673;7206;6808;5987;5170;4336;3233;2587;2063;1315;1371;4693;5627;6770;6617;6411;5322;4525;3672;3411;2963;2520;2068;1546;1160;885;520;472;4456;5624;6603;6693;5925;5027;4148;3534;3397;3024;2650;2268;1687;1427;1178;795;899
31044;Montes Claros Bocaiúva;2010;32517;35392;40670;43403;45960;43098;38800;33147;30467;27069;22925;18142;14192;10498;7897;5081;5424;16509;17937;20594;21541;22440;21002;18735;15994;14709;13014;11026;8585;6644;4876;3491;2207;2026;16008;17455;20076;21862;23520;22096;20065;17153;15758;14055;11899;9557;7548;5622;4406;2874;3398
31045;Muriaé;2010;9990;11082;13113;13727;14222;13650;13020;11340;11806;11067;10146;8482;6644;4968;4030;3086;3623;5119;5547;6698;6758;7153;6887;6416;5518;5820;5393;4943;4198;3224;2349;1918;1373;1494;4871;5535;6415;6969;7069;6763;6604;5822;5986;5674;5203;4284;3420;2619;2112;1713;2129
31046;Nanuque;2010;4754;5458;6299;6090;5790;5699;5287;4647;4634;4145;3762;3104;2600;2331;1841;1274;1600;2422;2826;3184;3041;2897;2820;2639;2325;2344;2045;1826;1445;1169;1068;875;571;676;2332;2632;3115;3049;2893;2879;2648;2322;2290;2100;1936;1659;1431;1263;966;703;924
31047;Ouro Preto;2010;11082;12282;14859;15385;16014;15548;14390;12271;11827;11350;9563;7578;5778;4136;3193;2234;2459;5657;6262;7541;7780;8103;7730;7103;5958;5708;5474;4605;3629;2751;1889;1363;857;787;5425;6020;7318;7605;7911;7818;7287;6313;6119;5876;4958;3949;3027;2247;1830;1377;1672
31048;Padre Paraíso;2010;5076;6112;6868;6233;5281;4553;4003;3484;3296;2910;2528;2338;1851;1719;1404;991;1051;2640;3150;3485;3163;2638;2338;2042;1773;1675;1478;1220;1100;893;821;672;472;451;2436;2962;3383;3070;2643;2215;1961;1711;1621;1432;1308;1238;958;898;732;519;600
31049;Pará de Minas;2010;14795;15859;17687;19397;21920;20934;18256;15554;14133;12714;10530;8003;5898;4396;3286;2320;2423;7449;8214;9065;10026;11393;10962;9281;7908;6946;6244;5200;3927;2836;2032;1540;1026;962;7346;7645;8622;9371;10527;9972;8975;7646;7187;6470;5330;4076;3062;2364;1746;1294;1461
31050;Passos Piumhi;2010;17178;19002;22623;23429;22763;22265;21118;19992;19892;18880;17240;14301;11201;8223;6444;4343;4755;8806;9779;11585;11905;11791;11349;10668;9971;10005;9597;8692;7235;5599;4059;3080;2032;2000;8372;9223;11038;11524;10972;10916;10450;10021;9887;9283;8548;7066;5602;4164;3364;2311;2755
31051;Patos de Minas;2010;20437;23551;27778;28830;27734;27221;26203;26135;25459;23087;19846;16170;12551;9724;7615;4884;5282;10422;11925;14200;14773;14150;13844;13062;12894;12754;11569;10020;8165;6185;4780;3529;2196;2193;10015;11626;13578;14057;13584;13377;13141;13241;12705;11518;9826;8005;6366;4944;4086;2688;3089
31052;Patrocínio Monte Carmelo;2010;12011;13246;15818;15665;15585;15165;14849;14144;14107;12882;10549;8668;6670;5037;3875;2426;2520;6175;6806;8102;8052;8035;7822;7664;7130;7185;6633;5378;4391;3311;2465;1877;1113;1054;5836;6440;7716;7613;7550;7343;7185;7014;6922;6249;5171;4277;3359;2572;1998;1313;1466
31053;Pedra Azul;2010;4094;4879;5419;5309;4352;3870;3642;3283;3153;2880;2347;2077;1847;1440;1171;747;894;2043;2505;2736;2703;2270;1941;1753;1650;1592;1425;1198;969;928;683;566;349;374;2051;2374;2683;2606;2082;1929;1889;1633;1561;1455;1149;1108;919;757;605;398;520
31054;Pirapora;2010;10828;12080;13658;13753;12840;12330;10935;9256;8623;8324;7070;5700;4207;3050;2315;1588;1799;5479;6149;6998;7014;6440;6140;5468;4498;4345;4082;3518;2905;2149;1589;1093;685;741;5349;5931;6660;6739;6400;6190;5467;4758;4278;4242;3552;2795;2058;1461;1222;903;1058
31055;Poços de Caldas;2010;12722;13545;16177;16773;17991;18548;17623;16155;15503;14935;13774;12134;9477;6998;5368;3860;4164;6400;6847;8194;8452;9052;9288;8726;7865;7534;7196;6627;5815;4538;3330;2455;1711;1647;6322;6698;7983;8321;8939;9260;8897;8290;7969;7739;7147;6319;4939;3668;2913;2149;2517
31056;Ponte Nova;2010;13083;15248;18355;18425;16663;16328;15848;14433;14733;14323;12777;10630;8664;6976;5832;4444;5494;6617;7716;9370;9302;8376;8135;7959;7082;7224;7045;6192;5085;4100;3210;2559;1923;2177;6466;7532;8985;9123;8287;8193;7889;7351;7509;7278;6585;5545;4564;3766;3273;2521;3317
31057;Pouso Alegre;2010;30706;33819;40393;40824;42201;42481;39884;37547;36254;34205;30214;24893;20118;14654;11388;7957;8407;15713;17193;20428;20927;21911;21818;20367;18758;18222;17097;15309;12515;10094;7307;5555;3782;3776;14993;16626;19965;19897;20290;20663;19517;18789;18032;17108;14905;12378;10024;7347;5833;4175;4631
31058;Resplendor;2010;5904;6671;7902;7617;6701;6441;6424;6117;5840;5724;5081;4544;3730;2994;2447;1795;2062;3042;3351;4007;3941;3326;3087;3113;2956;2799;2822;2442;2180;1800;1419;1142;815;913;2862;3320;3895;3676;3375;3354;3311;3161;3041;2902;2639;2364;1930;1575;1305;980;1149
31059;Salinas Taiobeiras;2010;14323;17575;20818;20563;17902;16386;14343;12557;11910;10545;9460;8425;6715;5547;4401;3073;3456;7252;8984;10571;10424;9148;8328;7342;6386;6045;5351;4606;4070;3270;2669;2070;1403;1433;7071;8591;10247;10139;8754;8058;7001;6171;5865;5194;4854;4355;3445;2878;2331;1670;2023
31060;Santa Maria do Suaçuí São João Evangeli;2010;7506;9276;11271;10740;8376;7312;6815;6223;6108;5662;4731;4378;3586;3193;2746;1949;2119;3868;4633;5711;5523;4271;3741;3508;3130;3081;2864;2354;2028;1718;1496;1232;868;795;3638;4643;5560;5217;4105;3571;3307;3093;3027;2798;2377;2350;1868;1697;1514;1081;1324
31061;Santo Antônio do Amparo Campo Belo;2010;11408;13433;15904;15741;15859;15594;15359;14166;13781;13123;12299;10220;8125;6278;5102;3825;4078;5795;6790;8101;8056;8038;7852;7749;7093;6807;6539;6086;5166;4030;2979;2317;1749;1643;5613;6643;7803;7685;7821;7742;7610;7073;6974;6584;6213;5054;4095;3299;2785;2076;2435
31062;Santos Dumont;2010;2975;3169;4156;4310;4010;3892;3779;3440;3756;3808;3485;2636;2193;1616;1256;963;1021;1546;1588;2107;2221;2062;1927;1822;1682;1806;1879;1695;1283;1005;713;542;383;368;1429;1581;2049;2089;1948;1965;1957;1758;1950;1929;1790;1353;1188;903;714;580;653
